ARPT_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL
2NH5,PILGRIM'S HOME AIRFIELD,42.99027777,-72.40166666
24NH,WICKS,42.94361111,-72.48444444
NH79,FALCON STATION,43.04064083,-71.12561638
NH69,WINDSOCK VILLAGE,43.82625555,-71.18482777
HIE,MOUNT WASHINGTON RGNL,44.36755555,-71.54580555
NH80,SHANKLIN,42.82571,-71.74115
23NH,WINDSWEPT,43.13027777,-72.015
48NH,WINTER HARBOR,43.59388888,-71.26138888
NH27,HUGGINS HOSPITAL,43.58226111,-71.201725
NH31,MOUNTAIN VIEW FLD,43.6500775,-71.14951194
NH49,BRADLEY FLD,43.97034583,-71.67952416
NH23,COTTAGE HOSPITAL,44.13540833,-72.02447777
JY24,WEISS FARM,40.91811666,-74.860625
NJ41,HUDSON FARM WEST,40.98787555,-74.72516388
12N,AEROFLEX/ANDOVER,41.00861972,-74.73803388
52NJ,EXXON RESEARCH & ENGINEERING COMPANY,40.63683333,-74.86911111
70NJ,PARKER,40.67704472,-75.02461583
NJ04,AT&T CEDARBROOK,39.74497222,-74.91438888
ACY,ATLANTIC CITY INTL,39.45757583,-74.57715527
0NJ0,ATLANTIC CITY MEDICAL CENTER,39.35898888,-74.43467777
28NJ,STEEL PIER TAJ MAHAL,39.35641388,-74.418175
NJ57,STEEL PIER,39.35636111,-74.41825
NJ48,GOLDEN NUGGET ATLANTIC CITY,39.37997222,-74.42683333
58NJ,HARRAH'S LANDING,39.38622777,-74.42598222
JY79,OCEANS CASINO RESORT,39.36229722,-74.41613888
34JY,BORGATA CASINO,39.37995833,-74.43224166
9NJ3,VERIZON HELISTOP,40.72733333,-74.53561111
2NJ9,BAYONNE GOLF CLUB,40.66416666,-74.08952777
0NJ1,BERKELEY TOWNSHIP POLICE,39.90474444,-74.23396388
JY06,THE FARM,40.67292055,-74.69341805
3NJ0,HAMILTON FARM GOLF CLUB,40.70788888,-74.68458333
15NJ,WERNER,40.42510805,-74.09958555
35JY,CYBER DENSITY BALLOON SPOT,40.43444444,-74.63472222
BLM,MONMOUTH EXEC,40.18677777,-74.12455555
NJ09,MATTHEWS,40.79176472,-75.07045166
19N,PINE VALLEY,39.77844444,-74.94780555
JY34,VERIZON,40.67252777,-74.63588888
1N7,BLAIRSTOWN,40.97113313,-74.99750405
1NJ5,HIGH BAR,40.95319444,-74.92969444
NJ12,STATE POLICE BLOOMFIELD,40.83814722,-74.17859166
9NJ1,BOUND BROOK NR 1,40.56454722,-74.55487805
9NJ2,BOUND BROOK NR 2,40.55649194,-74.56237833
6NJ2,TAMARACK FLYERS,41.15247222,-74.71291666
JY35,ALLEN'S,40.03345,-74.05791388
29JY,OCEAN UNIVERSITY MEDICAL CENTER,40.078248,-74.131845
57NJ,BARNEGAT BAY MARINA,40.04088888,-74.06197222
6NJ9,BRIDGEPORT-CAHILL FLD,39.79177972,-75.37463527
00N,BUCKS,39.47373919,-75.18456752
JY31,WIDE SKY AIRPARK,39.44678055,-75.31324722
8NJ4,INSPIRA HEALTH CENTER-BRIDGETON,39.43655277,-75.22114444
NJ84,HIDDEN ACRES FARM,39.43305555,-75.39666666
34NJ,BLEWS,39.50305555,-75.17222222
90NJ,BRIDGEWATER CROSSING,40.58194444,-74.61088888
NJ19,DEBORAH HEART & LUNG CENTER,39.97872555,-74.58404416
29NJ,J L GENTILE,39.49258333,-74.88213888
CDW,ESSEX COUNTY,40.87522472,-74.28135027
71NJ,76ERS CAMDEN,39.94197222,-75.12826111
NJ02,CAMDEN TOWER,39.94842222,-75.13030555
NJ17,COOPER KELEMEN,39.94111111,-75.11638888
50NJ,EXPRESS MARINE,39.96344444,-75.09508333
2JY9,HARGROVE,39.94638888,-75.10388888
NJ01,CAMPBELL SOUP,39.94044444,-75.10663888
JY64,VIRTUA OUR LADY OF LOURDES HOSPITAL,39.92820833,-75.09433611
7NJ2,STOE CREEK FARM,39.48133333,-75.40533333
NJ08,STONE HARBOR GOLF CLUB,39.10539444,-74.80939166
26NJ,CAPE RGNL MEDICAL CENTER,39.08777222,-74.81669722
36NJ,COLLIERS MILLS,40.06391666,-74.44108333
7NJ9,DAVE'S AERODROME,39.31817,-75.20629833
NJ20,COYLE FLD,39.81261833,-74.42459305
31NJ,JEFFERSON CHERRY HILL HOSPITAL,39.92805555,-75.01527777
2JY5,JET LINE SOUTH,40.01583333,-74.97577777
NJ25,HOLLINGSHEAD,39.78968333,-75.22834722
NJ26,HOFFMANN-LA ROCHE INC,40.83482194,-74.15264361
NJ28,NWS EARLE,40.25427805,-74.16903138
59NJ,DUE PROCESS STABLES,40.3,-74.11583333
60NJ,TRUMP NTL GOLF CLUB COLTS NECK,40.27661111,-74.177
NJ29,SOUTH COUNTY,40.30010861,-74.53293138
17N,CROSS KEYS,39.70547583,-75.03300305
37NJ,DEEPWATER,39.69744722,-75.49531666
NJ38,MARTENS STADIUM,40.77398944,-74.20931194
0NJ5,MEADOWLANDS #2 NJ SPORTS COMPLEX,40.81572222,-74.07016666
NJ76,HQ 78TH DIVISION,40.52454833,-74.42570694
NJ44,LIBERTY HALL,40.67510222,-74.24542361
04NJ,EMMANUEL,39.59678111,-75.23351888
42NJ,"INSPIRA MEDICAL CENTER, INC / ELMER HOSP",39.58918888,-75.18152777
NJ46,MAR BAR L FARMS,40.27649888,-74.3884825
80NJ,FREEDOM LAKE CENTER,39.89977777,-74.93547222
19NJ,MICHAELS ORGANIZATION,39.91366666,-74.92897222
JY00,PIO COSTA ENTERPRISES,40.863,-74.31755555
9NJ6,HALKA NURSERIES,39.36638888,-75.26833333
32NJ,GEORGE HARMS CONST,40.21394444,-74.19122222
63NJ,HOWELL TOWNSHIP POLICE,40.17230555,-74.17869444
JY01,HUNTERDON MEDICAL CENTER,40.53197222,-74.86206388
NJ50,THE LANDING,40.48065944,-74.96183472
25NJ,ATLANTIC HEALTH JETS TRAINING CENTER,40.78055555,-74.4175
NJ51,FLORHAM PARK,40.79333055,-74.38027777
NJ53,NJ HWY AUTH-ADMIN BLDG HELISPOT,40.53732694,-74.2982025
66NJ,FORKED RIVER,39.83984111,-74.17763916
NJ54,GEORGE WASHINGTON BRIDGE,40.85386111,-73.96955555
NJ55,GREELY HELIPAD,40.31697777,-74.03815833
NJ77,WARREN COUNTY PUBLIC SAFETY DEPT,40.74097222,-75.0215
79NJ,PHILIPS LIGHTING COMPANY,40.53869444,-74.52683333
NJ59,EKDAHL,40.18289055,-74.27875694
18NJ,MANALAPAN TOWNSHIP-VILLAGE GREEN,40.27955444,-74.32931416
33NJ,CENTRA STATE MEDICAL CENTER,40.23677222,-74.310975
64NJ,VERIZON - CDC II,40.23805555,-74.31861111
JY14,HALKA,40.22111111,-74.39208333
NJ60,CUDDIHY LANDING STRIP,40.18705694,-74.26709
NJ61,MALONE,40.541375,-75.02424722
NJ63,EAGLES LAIR,40.46788138,-75.05044805
JY42,MABEL'S,40.46833333,-75.02375
JY25,LIBERTY CROSS LANDING,40.72330555,-74.68778055
61NJ,THOMAS BROWNE AIRPARK,39.69150305,-75.14323333
83NJ,THE LOFTS AT GLOUCESTERS,39.79135277,-75.04761388
NJ65,JOHN E ROGERS,40.85343194,-74.92961444
JY27,WHITE WILLOW,40.92813888,-74.84394444
JY04,PARAMOUNT AIR,39.06511305,-74.90961611
98NJ,CREAMER,40.87502222,-74.03565
NJ22,HACKENSACK MEDICAL CENTER,40.88428888,-74.05613611
NJ66,HACKETTSTOWN RGNL MEDICAL CENTER,40.86167777,-74.81465555
94NJ,PIO COSTA SAND & GRAVEL,40.86561111,-74.91736111
N05,HACKETTSTOWN,40.82009916,-74.85516722
67NJ,MOUNT PLEASANT LANDING STRIP,40.96981861,-75.0668425
N81,HAMMONTON MUNI,39.66747222,-74.75772222
9NJ5,STALLONE,39.68011361,-75.25240777
21JY,SOARING SUN,39.7,-74.15277777
NJ71,HOLMANSVILLE,40.09872222,-74.31530555
NJ72,HOP BROOK FARM,40.35122027,-74.18125416
NJ73,STATE POLICE HOLMDEL HELISPOT,40.394275,-74.17930972
9NJ8,HIGH MEADOW FARMS,40.89593138,-74.99961722
30NJ,HILLSIDE FARM,40.39113888,-74.77875
16NJ,HUMMEL,39.93734027,-74.13569416
2NJ4,SIX FLAGS GREAT ADVENTURE,40.14615472,-74.434595
NJ99,VONAGE,40.34952777,-74.19058333
JY21,NEW JERSEY TURNPIKE,40.31786111,-74.48961111
77NJ,LIBERTY STATE PARK,40.69583333,-74.05911111
91NJ,NEWPORT HELISTOP,40.72444444,-74.02972222
20NJ,LIBERTY NTL GOLF CLUB,40.69819444,-74.07241666
05NJ,PAULUS HOOK PIER,40.71339722,-74.03202222
2N6,REDWING,40.02708333,-74.69088888
78NJ,HAZLET TOWNSHIP POLICE,40.42638888,-74.13991666
65NJ,HELO KEARNY,40.73152777,-74.11663888
02NJ,MERCK KENILWORTH CAMPUS,40.67462222,-74.27818611
92NJ,FLYING B FARM LANDING STRIP,40.46843722,-75.00239138
NEL,LAKEHURST MAXFIELD FLD,40.03578772,-74.35136594
N12,LAKEWOOD,40.06688888,-74.17755555
NJ79,GOAT HILL,40.351495,-74.9093325
JY32,BAYSIDE STATE PRISON,39.24138888,-74.95138888
N07,LINCOLN PARK,40.94762805,-74.31451111
LDJ,LINDEN,40.61744944,-74.24459416
0NJ6,DIX FLD,39.31678222,-74.63293583
2N7,LITTLE FERRY,40.85009972,-74.03291777
08NJ,ST BARNABAS MEDICAL CENTER,40.76260055,-74.30403722
NJ27,WRNJ,40.8463,-74.80495
N14,FLYING W,39.93427777,-74.80722222
21NJ,BERGEN COUNTY POLICE & FIRE ACADEMY,41.05676305,-74.182645
NJ89,SOUTHERN OCEAN MEDICAL CENTER,39.72088888,-74.28309722
38NJ,WJRZ RADIO,39.69916666,-74.23472222
47N,CENTRAL JERSEY RGNL,40.52444444,-74.59830555
89NJ,STRAWBERRY FIELDS,39.48916666,-74.72361111
7NJ0,INDIAN MILLS,39.80219444,-74.75952777
JY15,MY GIRLS HELISTOP,39.8915,-74.81128055
NJ95,HERR BROTHERS,40.5556575,-75.07239388
2JY7,ALBA VINEYARD,40.61568888,-75.16416666
MIV,MILLVILLE MUNI,39.36780555,-75.07222222
42JY,TROUT NATIONAL,39.41343611,-75.00836944
3JY6,PARAMOUNT INTL HELISTOP,39.37473611,-75.064725
CO83,GREEN ACRES,37.48444444,-105.7463889
73NJ,MONTAGUE,41.31258333,-74.76502777
0NJ4,WEICHERT HEADQUARTERS,40.940655,-74.46154305
12NJ,HONEYWELL,40.83708333,-74.47669444
MMU,MORRISTOWN MUNI,40.79933833,-74.41488861
7NJ5,MORRISTOWN MEDICAL CENTER,40.78936666,-74.46581944
0NJ2,BALLYMERE,40.75287833,-74.43987527
VAY,SOUTH JERSEY RGNL,39.94288888,-74.84575
0NJ3,MOUNT HOLLY,39.97812222,-74.78395277
NJ97,NJ TURNPIKE AUTHORITY,39.95611111,-74.91969444
JY02,TRADE ZONE,40.89646666,-74.71931388
75NJ,INSPIRA MULLICA HILL,39.71388888,-75.15138888
NJ05,JERSEY SHORE UNIVERSITY MEDICAL CENTER,40.20981944,-74.04105277
EWR,NEWARK LIBERTY INTL,40.69248055,-74.16868777
NJ92,ST BENEDICT'S,40.73514722,-74.17849722
NJ87,UNIVERSITY HOSPITAL ROOFTOP,40.74084722,-74.19084166
NJ03,PRUDENTIAL CENTER,40.73324444,-74.17194722
0NJ9,JERSEY TPKE NEW BRUNSWICK HELISTOP,40.47732722,-74.40792805
1NJ1,RUTGER'S HELISTOP SEC A & B,40.47927138,-74.43459583
00NJ,COLGATE-PISCATAWAY,40.52093694,-74.4745975
9NJ4,ROBERT WOOD JOHNSON HOSPITAL,40.49579444,-74.44988611
1NJ4,RUTGERS HELISTOP NR 1,40.51677055,-74.46626388
06NJ,J&J NEW BRUNSWICK HELISTOP,40.50183719,-74.445735
1NJ6,IDYLEASE HELISTOP,41.05447222,-74.43183333
NJ62,LZ 1 NLDC,39.88988888,-74.58161111
7NJ3,NEWTON MEML HOSPITAL,41.05722222,-74.77
JY36,MIANECKI,41.03483333,-74.84641666
27JY,HEATON,41.12617777,-74.82275
07NJ,HACKENSACK UMC PALISADES,40.79375833,-73.99479722
99NJ,ATLANTIC COUNTY HELISTOP,39.37555555,-74.53611111
26N,OCEAN CITY MUNI,39.26347916,-74.60747638
3N6,OLD BRIDGE,40.32988666,-74.34678694
3JY2,CHERRY HILL,40.8705,-74.44330555
1NJ3,GAF HELISTOP,40.84459783,-74.461376
8NJ3,LEMBO,40.90814444,-74.13299444
03NJ,ST JOSEPH'S HOSPITAL,40.90350555,-74.16547222
2NJ1,JUGTOWN MOUNTAIN,40.63355555,-75.03008333
3NJ1,PEMBERTON,39.98217777,-74.694975
2NJ3,WEIDEL/PVT/,40.34038444,-74.85433083
JY16,MERRILL CREEK RESERVOIR,40.74,-75.09055555
5NJ7,WARREN HOSPITAL,40.70302777,-75.17816666
2NJ5,SANDUFF FARMS LANDING FLD,40.65204388,-75.18600861
2NJ7,FOLEY MACHINERY,40.55010333,-74.48765361
23NJ,ALLIANCE,39.50472222,-75.09305555
N85,ALEXANDRIA,40.58757388,-75.01942055
12JY,CLINTON ELKS LODGE,40.60416666,-74.92083333
N40,SKY MANOR,40.56588222,-74.97930805
11NJ,SOUTHDOWN,40.64063888,-74.66388888
JY28,ATLANTIC CITY MEDICAL CENTER,39.47961666,-74.53923888
3NJ2,EDUCATIONAL TESTING,40.34660277,-74.71666666
3NJ3,DOW JONES & COMPANY INC,40.371,-74.58577777
8NJ2,CARNEGIE CENTER,40.32214444,-74.64730555
45NJ,PRINCETON MEDICAL CENTER,40.34013611,-74.62560833
3NJ4,SARNOFF PRINCETON,40.33055555,-74.62777777
39N,PRINCETON,40.39908888,-74.65900638
7NJ8,MERCK & COMPANY,40.60925,-74.26005555
3NJ6,INDUCTOTHERM,40.01547222,-74.84133333
N51,SOLBERG/HUNTERDON,40.58278722,-74.73670666
8NJ8,KRAEMER,39.74561111,-75.16716666
NJ00,RIDGEFIELD PARK,40.84593305,-74.02875083
14NJ,WUERKERS NEW ACRES FARM,39.00900166,-74.88850416
2JY6,THE RIDGE AT BACK BROOK,40.44125,-74.82816666
N87,TRENTON-ROBBINSVILLE,40.21394444,-74.60177777
4NJ0,WINDWARD FARMS,40.44927083,-75.01766944
NJ74,SALEM AIRFIELD,39.56261277,-75.44964138
JY39,RAINBOW'S END,39.66111111,-75.46527777
48NJ,SOUTHERN TRAINING CENTER,39.56175,-75.47925
24NJ,TAILDRAGGER ACRES,39.49059722,-75.43326944
17NJ,CMC STEEL NEW JERSEY,40.48111111,-74.31983333
41NJ,MEADOWLANDS HOSPITAL MEDICAL CENTER,40.79197222,-74.07236111
87NJ,SHORE MEDICAL CENTER,39.31456666,-74.593125
4NJ8,PETERS,40.60010222,-74.73293944
09NJ,STONEBRIDGE FARM HELISTOP,40.65371277,-74.68654944
35NJ,MID-STATE,40.6003725,-74.7193575
4NJ1,SOMERSET MEDICAL CENTER,40.56888888,-74.5945
SMQ,SOMERSET,40.62598063,-74.67003161
NJ10,DAYTON,40.37281111,-74.517375
5NJ2,HERR MOUNTAIN,40.59176888,-74.84127611
JY11,JEFFERSON STRATFORD HOSPITAL,39.82775833,-75.00625
FWN,SUSSEX,41.20021388,-74.62303527
1NJ9,AIR TRACTOR,41.29125,-74.55069444
TEB,TETERBORO,40.85010194,-74.06083333
NJ40,HOVTOWN,40.21888888,-74.095
MJX,OCEAN COUNTY,39.92604166,-74.29553472
95NJ,MIDDLE SEDGE ISLAND,40.0001175,-74.08013694
44NJ,RWJBH COMMUNITY MEDICAL CENTER,39.96461111,-74.21588888
39NJ,TROOP B,40.89902777,-74.22925
1NJ7,SKYTOP FARMS,40.9475,-74.35325
5NJ4,TRENTON,40.21527777,-74.76611111
5NJ5,ATSION HELISTOP,39.74294444,-74.72505555
10NJ,ST FRANCIS M C HELISTOP,40.21844222,-74.73877166
1JY4,HAMILTON HEADQUARTER TROOP C,40.20138888,-74.64883333
TTN,TRENTON MERCER,40.27669444,-74.81347222
76NJ,RWJ UNIVERSITY HOSPITAL HAMILTON,40.21726944,-74.671575
JY73,RED LION,39.90415166,-74.74954916
JY18,WARREN HOPELY,39.92344444,-74.75697222
3NJ9,ALLEN AIRSTRIP,39.94101944,-74.771
29N,KROELINGER,39.52400416,-75.04634277
86NJ,TWO CAN SAM,39.45333333,-75.12527777
28N,VINELAND-DOWNSTOWN,39.53958333,-74.96766666
85NJ,VIRTUA-VOORHEES HOSPITAL,39.84691944,-74.927
NJ24,WARREN GROVE RANGE,39.69766388,-74.40015555
9NJ9,KENNEDY HEALTH SYSTEM,39.73553888,-75.06521111
25JY,HELI-RAY,39.72023333,-74.84613333
6NJ3,POINT VIEW HELISTOP,40.98111111,-74.25305555
6NJ5,LINCOLN TUNNEL,40.76463888,-74.02261111
31E,EAGLES NEST,39.66545416,-74.30804444
6NJ6,185 MONMOUTH PARKWAY ASSOCIATES HELISTOP,40.30061666,-74.02568333
4N1,GREENWOOD LAKE,41.12838888,-74.34652777
6NJ7,NEBELS,41.180095,-74.33431805
JY43,HILL TOP,41.08322222,-74.33855555
82NJ,PVMC,40.98433888,-74.01550555
WWD,CAPE MAY COUNTY,39.00836944,-74.90850888
C01,SOUTHERN CROSS,39.65555555,-75.01444444
96NJ,VIRTUA WILLINGBORO HOSPITAL,40.04613888,-74.87861111
26JY,BINDER WINSLOW,39.73844444,-74.91055555
7NJ1,NEW FREEDOM SWITCHING STATION,39.73997222,-74.96411111
OBI,WOODBINE MUNI,39.21913888,-74.79475
7NJ6,LEBANON TWNSHP MUN BLDG,40.7176,-74.89211222
JY08,VAR-SKY,39.65011388,-75.28407638
WRI,MC GUIRE FLD (JOINT BASE MC GUIRE DIX LAKEHURST),40.01578888,-74.59072611
ALM,ALAMOGORDO-WHITE SANDS RGNL,32.83941666,-105.9911389
E02,TIMBERON,32.63406944,-105.68745
7NM1,MESA VERDE RANCH STRIP,32.93527777,-106.0452778
HMN,HOLLOMAN AFB,32.85185833,-106.1085417
NM23,S&J,32.89619444,-105.9671667
NM10,TEQUESQUITE RANCH,35.87944027,-103.8126944
NM50,LOVELACE WESTSIDE HOSPITAL,35.20681111,-106.6761806
NM11,UNIVERSITY OF NM HOSPITAL,35.08798333,-106.6185861
NM00,ALBUQUERQUE RGNL MEDICAL CENTER,35.08885277,-106.6363611
AEG,DOUBLE EAGLE II,35.14490944,-106.7951739
ABQ,ALBUQUERQUE INTL SUNPORT,35.03893155,-106.6082622
NM39,PRESBYTERIAN HOSPITAL,35.082,-106.6341389
NM28,UNM HOSPITAL CRITICAL CARE TOWER WEST,35.08896388,-106.6210306
AXX,ANGEL FIRE,36.42200027,-105.289905
NM12,THURMOND,31.91764444,-108.7807194
NM64,DIAMOND A RANCH,31.45870555,-108.8625583
13Q,JEWETT MESA,34.00430555,-108.6797778
ATS,ARTESIA MUNI,32.85194444,-104.4675833
NM45,PAY JAY NR 1,32.83927888,-104.4016294
NM46,PAY JAY NR 2,32.84039,-104.4005183
01NM,CHAMPION RANCH,33.00861111,-104.5402778
NM47,2 X 4 RANCH,32.78011333,-104.3813506
N19,AZTEC MUNI,36.83694927,-108.0286564
BRG,BELEN RGNL,34.64586163,-106.8363401
55NM,BURRIS RANCH NR 1,34.48339722,-106.6130769
NM33,BELL RANCH HEADQUARTERS,35.54754472,-104.0838625
NM32,BELL RANCH WAGGONER,35.70210416,-104.0622361
NM88,SKYWAGON FARM,34.54325,-106.7598889
NM40,FLYING H,34.54017222,-106.7779
NM16,SACATON,33.18252777,-108.6832028
NM84,G BAR F RANCH,33.54452722,-105.3755389
CNM,CAVERN CITY AIR TRML,32.33744444,-104.2633611
62NM,SEVEN RIVERS,32.59872472,-104.42635
F37,CARRIZOZO MUNI,33.64890277,-105.89622
NM24,EASTSIDE,36.92167861,-106.5603122
NM51,CHLORIDE,33.32841666,-107.6618889
C12,CIMARRON,36.51270833,-104.9247083
57NM,MONTE PRIETO RANCH,34.08867916,-106.1191669
CAO,CLAYTON MUNI AIRPARK,36.44629111,-103.1499319
NM14,WEDDING CAKE RANCH,36.97913888,-103.1985
NM42,AERO TECH INC,34.41583333,-103.1477778
CVS,CANNON AFB,34.3827745,-103.3221515
CVN,CLOVIS RGNL,34.42659025,-103.07758
0NM0,COLUMBUS MUNI,31.82371138,-107.6269672
NM78,HACIENDA SUR LUNA,31.87787638,-107.6455792
NM09,FIRST AERO SQUADRON AIRPARK,31.86732111,-107.6358569
E89,CONCHAS LAKE,35.36783888,-104.1805083
E61,CONCHAS LAKE,35.38421527,-104.2163653
NM25,LINCOLN STATION,34.12423861,-105.6713831
2NM9,HIGH DESERT RANCH,34.19916666,-105.1641667
02NM,FFR ANIMAS LANDING STRIP,32.09071,-108.870735
0.00E+00,CROWNPOINT,35.71765888,-108.2015961
NM2,CUBA LANDING STRIP,35.95177222,-106.957525
DMN,DEMING MUNI,32.26238888,-107.719
NM08,SOLO RANCH,32.26258888,-107.4039089
NM26,LUNA LANDING,32.10009138,-107.8228075
NM04,MIMBRES MEML HOSPITAL,32.25928333,-107.7675
NM18,ONE PARTICULAR HARBOUR,32.21642222,-107.4995278
NM20,EPIC PARAMOTOR,32.25240555,-107.5618083
24N,JICARILLA APACHE NATION,36.828535,-106.8841914
1N1,SANDIA AIRPARK ESTATES EAST,35.09461111,-106.1645556
NM48,ESENADA,36.73056944,-106.4950325
E14,OHKAY OWINGEH,36.02611944,-106.0454153
E92,ESTANCIA MUNI,34.76339333,-106.0414056
FMN,FOUR CORNERS RGNL,36.74125111,-108.2299417
NM62,SJRMC,36.72416944,-108.2181306
NM31,EXCEPTIONAL COMMUNITY HOSPITAL,36.777564,-108.173884
NM91,HIGH LONESOME,34.62233333,-108.7901944
65NM,CURTIS AND CURTIS,34.72673305,-103.6096822
FSU,FORT SUMNER MUNI,34.4887513,-104.2164184
NM38,DOUBLE V RANCH,34.11730055,-104.4271964
NM99,MURROW FLD ON THE DIVIDE,36.42713055,-107.000825
GUP,GALLUP MUNI,35.51105833,-108.7893094
NM27,SANOSTEE,36.42250305,-108.86148
NM55,WHITEWATER MESA RANCH,33.36277777,-108.8636111
E94,GLENWOOD,33.35331944,-108.8671444
GNT,GRANTS-MILAN MUNI,35.16727777,-107.9020556
E05,HATCH MUNI,32.660292,-107.1954089
HOB,LEA COUNTY RGNL,32.68734944,-103.2175286
NM83,INDUSTRIAL AIRPARK,32.76678111,-103.2088214
NM59,COVENANT HEALTH HOBBS HOSPITAL,32.75620555,-103.1728889
68NM,FLYING H RANCH,33.02870888,-105.1269242
E26,LEA COUNTY/JAL,32.13107833,-103.1548506
72NM,OTERO MILL,32.95842055,-105.9630442
NM77,MEML MEDICAL CENTER,32.29172222,-106.7353861
LRU,LAS CRUCES INTL,32.28941388,-106.9219644
LVS,LAS VEGAS MUNI,35.65422222,-105.1423889
NM53,SAN MIGUEL RANCH,35.51277777,-104.5816667
E32,LINDRITH AIRPARK,36.29140638,-107.0561544
NM61,RUNWAY BAY,35.32908886,-103.5032271
LSB,LORDSBURG MUNI,32.33365666,-108.69186
NM15,LOS ALAMOS MEDICAL CENTER,35.88165277,-106.3175528
LAM,LOS ALAMOS,35.87968611,-106.2686861
E98,MID VALLEY AIRPARK,34.76100833,-106.7449444
NM89,MANZANO MTN AIR RANCH,34.77575,-106.5211306
NM68,VALENCIA COUNTY HOSPITAL,34.82002777,-106.7727139
E06,LEA COUNTY/ZIP FRANKLIN MEML,32.95394444,-103.4087778
NM94,NOR LEA COUNTY GENERAL HOSPITAL,32.96518888,-103.3462222
NM73,AKIN AND AKIN,34.77228611,-103.8560775
NM01,RANCHO MAGDALENA,34.0975,-107.2975
N29,MAGDALENA,34.09452958,-107.2969176
NM69,CASAS ADOBES AIRPARK,32.81416388,-107.9399972
0.00E+00,MORIARTY MUNI,34.97816666,-106.0000278
NM02,BIPLANE RANCH,34.92227388,-106.1672456
N01,MOSQUERO EMERGENCY SERVICES,35.78244444,-103.9580278
M10,MOUNTAINAIR MUNI,34.53333333,-106.2238889
NM52,CAMCO RANCH,35.57472222,-103.2872222
1V0,NAVAJO LAKE,36.80829055,-107.6526142
82NM,SKEEN RANCH,33.17009638,-105.1338686
NM41,HAPPY MOUNTAIN,34.06116722,-108.0964461
25NM,DREAM CATCHER RANCH,34.47694444,-108.0311111
NM66,POCO LOCO,34.41518333,-108.077
NM30,PORCUPINE RIDGE,34.51305555,-108.0361111
85NM,PLAYAS MEDICAL BLDG,31.9145375,-108.5344931
NM86,PLAYAS AIR STRIP,31.93675916,-108.5367153
PRZ,PORTALES MUNI,34.14548138,-103.4103336
NM80,QUEMADO,34.34032694,-108.5145094
C54,CATRON COUNTY,34.315725,-108.3098917
N24,QUESTA MUNI NR 2,36.80030555,-105.5975
NM56,MYSTIC BLUFFS,35.16531027,-108.4589622
RTN,RATON MUNI/CREWS FLD,36.74243916,-104.5017264
03NM,MINER'S COLFAX MEDICAL CENTER,36.86238333,-104.4428833
T16,RESERVE,33.69433888,-108.849975
0NM7,NEGRITO AIRSTRIP,33.52089444,-108.5428367
NM54,RAINY MESA AIRSTRIP,33.55224444,-108.6331222
50NM,SANDOVAL RGNL MEDICAL CENTER,35.30810555,-106.680975
NM36,RUST MEDICAL CENTER,35.21896944,-106.6943889
NM70,RODEO,31.95,-109.0416667
NM90,AMIGOS DEL CIELO,31.903025,-109.025475
NM29,ROSEBUD,35.83420444,-103.4366206
NM87,JENKINS,33.23827777,-104.4705556
NM93,LOVELACE RGNL HOSPITAL - ROSWELL,33.41763888,-104.5213722
ROW,ROSWELL AIR CENTER,33.2998775,-104.5294031
NM92,TIERRA DE DIOS,35.29576666,-105.6115
NM17,RAY RANCH,35.93059111,-104.1838658
SRR,SIERRA BLANCA RGNL,33.46094444,-105.5301389
NM60,ACL HOSPITAL,35.06855277,-107.571925
SAF,SANTA FE RGNL,35.61711111,-106.0894167
NM06,ST VINCENT HOSPITAL,35.65947583,-105.9455767
NM21,PRESBYTERIAN SANTA FE MEDICAL CENTER,35.61612777,-106.025625
NM05,CIELO DORADO ESTATES,31.90927,-106.6411033
SXU,SANTA ROSA ROUTE 66,34.93567208,-104.6425638
DNA,DONA ANA COUNTY INTL JETPORT,31.88044444,-106.70325
30NM,CRUSADER,36.11638888,-103.0966667
5V5,SHIPROCK AIRSTRIP,36.697665,-108.7009728
96NM,NORTHERN NAVAJO MEDICAL CENTER,36.804055,-108.690756
1NM0,ME-OWN,33.21201527,-108.0255986
NM85,GILA RGNL,32.79784722,-108.2613722
94E,WHISKEY CREEK,32.76201972,-108.2083797
13NM,BEAVERHEAD AIRSTRIP,33.41951027,-108.1394942
SVC,GRANT COUNTY,32.63654694,-108.156385
ONM,SOCORRO MUNI,34.02247222,-106.9031389
95E,STALLION AAF,33.81443055,-106.6453361
NM35,SOCORRO GENERAL HOSPITAL,34.03693611,-106.9108972
S42,SPRINGER MUNI,36.33152222,-104.6178514
NM65,HOLY CROSS HOSPITAL,36.36769722,-105.5774139
SKX,TAOS RGNL,36.45169444,-105.6730833
NM03,GRANT BESLEY,36.66213888,-105.7202083
NM13,RANCHO MILAGRO,36.53595352,-105.6528237
18T,TATUM,33.26080555,-103.2784861
TCS,TRUTH OR CONSEQUENCES MUNI,33.23536111,-107.2698889
NM22,SIERRA VISTA HOSPITAL,33.14068333,-107.2409306
NM37,ADOBE RANCH PRIVATE,33.57645333,-107.9000453
NM58,EMERGENCY OPERATIONS CENTER,33.13968333,-107.2487556
9NM9,SPACEPORT AMERICA,32.98954722,-106.9694681
TCC,TUCUMCARI MUNI,35.18277805,-103.6031944
N17,VAUGHN MUNI,34.60458027,-105.1918219
NM49,J & M FARMS,34.5814525,-106.0752919
